Rank,Fighter,Current_Rating,Peak_Rating,RD,Volatility,Fights,Wins,Losses,Draws,Weight_Class,Last_Fight
2326,Maximo Blanco,1367.8,1456.0,116.2,0.06,9,0,5,4,Featherweight,"September 17, 2016"
2327,Jesse Strader,1367.8,1421.0,164.5,0.06,2,0,2,0,Bantamweight,"February 19, 2022"
2328,Jason Tan,1367.6,1431.7,165.7,0.06,2,0,2,0,Welterweight,"May 24, 2008"
2329,Justin Levens,1367.5,1442.7,166.2,0.06,2,0,2,0,Middleweight,"June 28, 2006"
2330,Yusuke Kasuya,1367.5,1433.9,167.6,0.06,2,0,2,0,Lightweight,"November 26, 2016"
2331,Hannah Goldy,1367.4,1433.4,142.3,0.06,5,1,4,0,Women's Strawweight,"September 23, 2023"
2332,Cameron VanCamp,1367.4,1430.3,163.5,0.06,2,0,2,0,Lightweight,"September 17, 2022"
2333,Ryan Jensen,1367.3,1429.7,120.7,0.06,8,2,6,0,Middleweight,"April 30, 2011"
2334,Andrew Sanchez,1367.2,1510.8,110.8,0.06,10,0,5,5,Middleweight,"October 16, 2021"
2335,Alexis Dufresne,1367.1,1421.2,165.7,0.06,2,0,2,0,Women's Bantamweight,"January 03, 2015"
2336,Nolan Ticman,1367.1,1421.2,164.5,0.06,2,0,2,0,Flyweight,"May 16, 2015"
2337,Rin Nakai,1366.9,1405.3,166.5,0.06,2,0,2,0,Women's Bantamweight,"March 19, 2016"
2338,Kevin Borjas,1366.9,1462.3,136.2,0.06,5,1,4,0,Flyweight,"February 28, 2026"
2339,Valeri Ignatov,1366.8,1420.9,165.8,0.06,2,0,2,0,Lightweight,"September 24, 1999"
2340,Scott Smith,1366.8,1526.1,143.9,0.06,4,1,3,0,Middleweight,"June 16, 2007"
2341,Jenel Lausa,1366.8,1569.6,142.0,0.06,4,1,3,0,Flyweight,"June 23, 2018"
2342,Horacio Gutierrez,1366.7,1421.2,166.3,0.06,2,0,2,0,Featherweight,"August 06, 2016"
2343,Roger Bowling,1366.6,1421.6,151.4,0.06,3,0,2,1,Lightweight,"December 14, 2013"
2344,Alex Chambers,1366.4,1477.6,143.3,0.06,5,1,4,0,Women's Strawweight,"September 22, 2018"
2345,Luiz Dutra,1366.3,1429.1,169.3,0.06,2,0,2,0,Welterweight,"May 30, 2015"
2346,Andreas Stahl,1366.3,1421.2,167.8,0.06,2,0,2,0,Welterweight,"December 10, 2015"
2347,Joey Gomez,1366.1,1419.8,164.6,0.06,2,0,2,0,Bantamweight,"September 17, 2016"
2348,Victor Martinez,1365.9,1430.9,165.9,0.06,2,0,2,0,Lightweight,"May 18, 2024"
2349,Will Campuzano,1365.8,1409.4,153.5,0.06,4,0,4,0,Flyweight,"March 15, 2014"
2350,Ericka Almeida,1365.8,1419.0,163.3,0.06,2,0,2,0,Women's Strawweight,"October 24, 2015"
2351,Jordan Radev,1365.5,1400.9,165.8,0.06,2,0,2,0,Middleweight,"December 29, 2007"
2352,Danny Downes,1365.5,1438.1,162.4,0.06,2,0,2,0,Lightweight,"October 29, 2011"
2353,Martin Bravo,1365.5,1598.5,145.3,0.06,4,1,3,0,Featherweight,"September 21, 2019"
2354,Mara Romero Borella,1365.3,1602.4,124.1,0.06,7,2,5,0,Women's Flyweight,"September 19, 2020"
2355,Dileno Lopes,1365.1,1421.2,163.6,0.06,2,0,2,0,Bantamweight,"July 07, 2016"
2356,Ivana Petrovic,1364.9,1458.0,140.7,0.06,4,1,3,0,Women's Flyweight,"May 03, 2025"
2357,Kevin Jordan,1364.8,1428.9,166.4,0.06,2,0,2,0,Heavyweight,"November 19, 2005"
2358,Guto Inocente,1364.6,1420.9,165.1,0.06,2,0,2,0,Heavyweight,"November 07, 2014"
2359,Te Edwards,1364.5,1401.5,165.8,0.06,2,0,2,0,Lightweight,"January 19, 2019"
2360,Konstantin Erokhin,1364.2,1403.5,165.0,0.06,2,0,2,0,Heavyweight,"December 11, 2015"
2361,Francisco Figueiredo,1364.2,1480.8,145.7,0.06,4,0,2,2,Flyweight,"August 20, 2022"
2362,Garreth McLellan,1364.1,1511.3,135.9,0.06,5,1,4,0,Middleweight,"March 11, 2017"
2363,Jonavin Webb,1363.9,1436.0,162.3,0.06,2,0,2,0,Welterweight,"February 21, 2016"
2364,Joe Brammer,1363.7,1413.7,162.3,0.06,2,0,2,0,Lightweight,"May 29, 2010"
2365,Sean Salmon,1363.5,1452.5,166.3,0.06,2,0,2,0,Heavyweight,"May 26, 2007"
2366,Shane del Rosario,1363.5,1440.5,163.7,0.06,2,0,2,0,Heavyweight,"December 15, 2012"
2367,Malcolm Gordon,1363.2,1471.2,123.7,0.06,7,2,5,0,Flyweight,"January 20, 2024"
2368,Gadzhi Omargadzhiev,1363.2,1421.2,164.5,0.06,2,0,2,0,Welterweight,"October 22, 2022"
2369,Mike Stumpf,1363.1,1398.8,167.1,0.06,2,0,2,0,Welterweight,"January 26, 2013"
2370,Rafaello Oliveira,1362.8,1500.5,121.8,0.06,8,2,6,0,Lightweight,"February 22, 2014"
2371,Michael Patt,1362.5,1403.8,165.8,0.06,2,0,2,0,Heavyweight,"March 07, 2009"
2372,Jamie Pickett,1362.4,1545.6,112.5,0.06,9,2,6,1,Middleweight,"March 02, 2024"
2373,Ryan Thomas,1362.0,1418.7,165.4,0.06,2,0,2,0,Welterweight,"November 15, 2008"
2374,Ronys Torres,1362.0,1421.8,161.0,0.06,2,0,2,0,Lightweight,"March 31, 2010"
2375,Nick Fiore,1362.0,1421.2,162.9,0.06,2,0,2,0,Lightweight,"May 20, 2023"
2376,Daniel Omielanczuk,1361.9,1500.0,116.2,0.06,9,0,5,4,Heavyweight,"July 08, 2017"
2377,Anthony Ivy,1361.8,1397.6,166.5,0.06,2,0,2,0,Welterweight,"September 12, 2020"
2378,Robert Lucarelli,1361.6,1361.6,180.8,0.06,1,0,1,0,Other,"March 11, 1994"
2379,Tom DeBlass,1361.6,1425.3,161.3,0.06,2,0,2,0,Middleweight,"November 10, 2012"
2380,Jason Godsey,1361.5,1421.9,164.9,0.06,2,0,2,0,Heavyweight,"September 24, 1999"
2381,Jared Hamman,1361.3,1514.8,127.5,0.06,7,2,5,0,Middleweight,"August 31, 2013"
2382,Wagner Silva,1361.2,1401.5,168.1,0.06,2,0,2,0,Welterweight,"November 08, 2014"
2383,Emily Whitmire,1361.2,1573.6,136.8,0.06,6,2,4,0,Women's Flyweight,"September 18, 2021"
2384,Crafton Wallace,1360.6,1397.6,169.2,0.06,2,0,2,0,Middleweight,"October 10, 2006"
2385,Thomas Gifford,1360.4,1437.1,164.3,0.06,2,0,2,0,Lightweight,"October 12, 2019"
2386,Josh Parisian,1360.2,1454.9,124.4,0.06,7,2,5,0,Heavyweight,"March 09, 2024"
2387,Rayanne dos Santos,1360.0,1500.0,153.1,0.06,3,0,2,1,Women's Strawweight,"May 31, 2025"
2388,Richardson Moreira,1359.6,1397.6,165.1,0.06,2,0,2,0,Middleweight,"January 31, 2015"
2389,Paul Redmond,1359.6,1433.5,164.1,0.06,2,0,2,0,Featherweight,"July 18, 2015"
2390,Kazuhiro Nakamura,1359.3,1449.1,165.4,0.06,2,0,2,0,Heavyweight,"May 24, 2008"
2391,Wu Yanan,1359.2,1533.8,135.9,0.06,6,1,5,0,Women's Bantamweight,"August 20, 2022"
2392,Roman Salazar,1359.0,1433.4,152.0,0.06,3,0,2,1,Bantamweight,"August 08, 2015"
2393,Chan-Mi Jeon,1359.0,1402.5,165.6,0.06,2,0,2,0,Women's Strawweight,"September 22, 2017"
2394,Oluwale Bamgbose,1358.8,1516.1,135.6,0.06,5,1,4,0,Middleweight,"December 16, 2017"
2395,Dakota Bush,1358.8,1409.7,163.6,0.06,2,0,2,0,Lightweight,"January 15, 2022"
2396,Andy Ogle,1358.6,1480.2,128.1,0.06,6,1,4,1,Featherweight,"January 24, 2015"
2397,Ryan Couture,1358.4,1426.9,163.1,0.06,2,0,2,0,Lightweight,"August 31, 2013"
2398,Zane Frazier,1358.3,1358.3,181.1,0.06,1,0,1,0,Other,"May 17, 1996"
2399,Jason Black,1358.3,1418.7,164.3,0.06,2,0,2,0,Lightweight,"October 20, 2007"
2400,Alex Reyes,1358.3,1444.4,165.8,0.06,3,0,3,0,Lightweight,"August 17, 2024"
2401,Brandon Jenkins,1358.2,1397.2,166.3,0.06,2,0,2,0,Lightweight,"April 16, 2022"
2402,Keith Wisniewski,1358.1,1424.0,156.8,0.06,4,0,4,0,Welterweight,"September 04, 2013"
2403,Steve Montgomery,1358.1,1397.6,166.4,0.06,2,0,2,0,Middleweight,"November 14, 2015"
2404,Robert Sanchez,1357.9,1403.9,151.2,0.06,3,0,2,1,Flyweight,"September 08, 2018"
2405,John Halverson,1357.6,1415.4,166.1,0.06,2,0,2,0,Lightweight,"March 01, 2008"
2406,Jessamyn Duke,1357.6,1578.8,146.3,0.06,4,1,3,0,Women's Bantamweight,"July 25, 2015"
2407,Diana Belbita,1357.5,1431.3,126.5,0.06,8,2,6,0,Women's Flyweight,"April 05, 2025"
2408,Eddie Sanchez,1357.2,1500.0,129.5,0.06,6,0,3,3,Heavyweight,"December 10, 2008"
2409,Chris Tuchscherer,1357.1,1503.4,141.9,0.06,4,1,3,0,Heavyweight,"February 26, 2011"
2410,Roberto Romero,1357.1,1437.8,162.8,0.06,2,0,2,0,Featherweight,"April 26, 2025"
2411,Mike Lullo,1357.0,1409.4,165.8,0.06,2,0,2,0,Featherweight,"September 17, 2011"
2412,Eiji Mitsuoka,1357.0,1396.9,165.5,0.06,2,0,2,0,Featherweight,"August 11, 2012"
2413,Grigory Popov,1356.8,1409.8,161.0,0.06,2,0,2,0,Bantamweight,"November 09, 2019"
2414,Nick Aguirre,1356.4,1408.3,165.3,0.06,2,0,2,0,Bantamweight,"November 18, 2023"
2415,Joao Pierini,1356.3,1356.3,180.4,0.06,1,0,1,0,Lightweight,"June 22, 2002"
2416,Brock Jardine,1356.1,1455.9,165.2,0.06,2,0,2,0,Welterweight,"February 23, 2013"
2417,Mateus Mendonca,1356.1,1448.2,153.3,0.06,3,0,3,0,Flyweight,"February 24, 2024"
2418,Pat Audinwood,1356.0,1406.2,163.2,0.06,2,0,2,0,Lightweight,"December 11, 2010"
2419,Charles Byrd,1356.0,1602.4,148.0,0.06,4,1,3,0,Middleweight,"June 06, 2020"
2420,Marnic Mann,1355.9,1421.2,164.4,0.06,2,0,2,0,Women's Strawweight,"April 27, 2024"
2421,Yusaku Kinoshita,1355.8,1407.6,165.4,0.06,2,0,2,0,Welterweight,"August 26, 2023"
2422,Michel Quinones,1355.7,1401.5,164.8,0.06,2,0,2,0,Lightweight,"November 11, 2017"
2423,Anthony Christodoulou,1355.4,1415.7,164.5,0.06,2,0,2,0,Lightweight,"August 08, 2015"
2424,Dylan Budka,1355.4,1421.2,156.0,0.06,3,0,3,0,Middleweight,"February 15, 2025"
2425,Denis Stojnic,1355.3,1443.1,166.3,0.06,2,0,2,0,Heavyweight,"June 13, 2009"
2426,Jim Wallhead,1355.2,1433.0,163.9,0.06,2,0,2,0,Welterweight,"June 03, 2017"
2427,Jordan Wright,1355.2,1550.4,120.2,0.06,7,2,5,0,Heavyweight,"February 18, 2023"
2428,Sean Sharaf,1355.1,1398.3,167.7,0.06,2,0,2,0,Heavyweight,"December 13, 2025"
2429,David Dodd,1354.8,1406.5,165.5,0.06,2,0,2,0,Middleweight,"June 09, 2000"
2430,Dan Stittgen,1354.5,1397.6,166.0,0.06,2,0,2,0,Welterweight,"July 11, 2012"
2431,Bojan Mihajlovic,1354.1,1500.0,152.8,0.06,3,0,2,1,Heavyweight,"September 02, 2017"
2432,Ali AlQaisi,1354.1,1421.4,164.0,0.06,2,0,2,0,Bantamweight,"October 10, 2020"
2433,Lukasz Brzeski,1354.1,1435.5,128.9,0.06,7,1,6,0,Heavyweight,"July 19, 2025"
2434,William Macario,1353.9,1464.9,142.9,0.06,4,1,3,0,Welterweight,"February 22, 2015"
2435,Yasuhiro Urushitani,1353.8,1431.1,165.1,0.06,2,0,2,0,Flyweight,"November 10, 2012"
2436,Ramiro Hernandez,1353.8,1395.1,164.6,0.06,2,0,2,0,Bantamweight,"January 25, 2014"
2437,Leonardo Guimaraes,1353.8,1413.5,163.5,0.06,2,0,2,0,Middleweight,"September 17, 2016"
2438,Colin Fletcher,1353.6,1421.2,164.4,0.06,2,0,2,0,Lightweight,"March 16, 2013"
2439,Carls John De Tomas,1353.6,1421.2,165.7,0.06,2,0,2,0,Bantamweight,"December 09, 2017"
2440,Tom Niinimaki,1353.3,1594.8,144.3,0.06,4,1,3,0,Featherweight,"December 20, 2014"
2441,Joseph Gigliotti,1353.3,1421.5,163.2,0.06,2,0,2,0,Middleweight,"December 09, 2016"
2442,Justin Lawrence,1353.2,1500.0,151.4,0.06,3,0,2,1,Featherweight,"April 13, 2013"
2443,Micheal Gillmore,1353.2,1421.2,163.3,0.06,2,0,2,0,Welterweight,"February 26, 2022"
2444,Brodie Farber,1353.0,1397.6,164.8,0.06,2,0,2,0,Welterweight,"December 10, 2008"
2445,Azamat Gashimov,1352.7,1434.8,164.4,0.06,2,0,2,0,Flyweight,"May 18, 2013"
2446,Richie Vaculik,1352.7,1480.9,146.8,0.06,4,1,3,0,Flyweight,"November 14, 2015"
2447,Cole Williams,1352.7,1446.5,170.2,0.06,2,0,2,0,Welterweight,"October 31, 2020"
2448,Michihiro Omigawa,1352.6,1434.7,127.3,0.06,7,1,6,0,Featherweight,"August 04, 2012"
2449,Chris Dempsey,1352.6,1479.3,142.3,0.06,4,1,3,0,Middleweight,"February 27, 2016"
2450,Ji Yeon Kim,1352.5,1543.0,110.7,0.06,10,3,7,0,Women's Flyweight,"May 13, 2023"
2451,Cameron Else,1352.5,1416.0,168.4,0.06,2,0,2,0,Bantamweight,"April 23, 2022"
2452,Ravena Oliveira,1351.9,1433.9,157.1,0.06,3,0,3,0,Women's Strawweight,"March 21, 2026"
2453,Anthony Macias,1351.7,1385.4,169.5,0.06,2,0,2,0,Other,"July 14, 1995"
2454,Kamal Shalorus,1351.7,1468.0,159.2,0.06,3,0,3,0,Lightweight,"May 15, 2012"
2455,Vince Morales,1351.6,1461.0,117.6,0.06,11,0,8,3,Bantamweight,"March 29, 2025"
2456,Jeff Hughes,1351.5,1458.9,144.3,0.06,4,0,3,1,Heavyweight,"September 26, 2020"
2457,Kevin Natividad,1351.5,1402.3,157.1,0.06,3,0,3,0,Bantamweight,"November 19, 2022"
2458,Rodrigo de Lima,1351.2,1410.1,160.9,0.06,2,0,2,0,Lightweight,"February 14, 2015"
2459,Carlos Candelario,1351.0,1421.2,164.4,0.06,2,0,2,0,Flyweight,"November 05, 2022"
2460,Fabiano Scherner,1350.3,1401.5,166.8,0.06,2,0,2,0,Heavyweight,"May 27, 2006"
2461,Rob Wilkinson,1350.1,1415.6,164.5,0.06,2,0,2,0,Middleweight,"February 10, 2018"
2462,Gina Mazany,1350.0,1489.6,120.9,0.06,8,2,6,0,Women's Flyweight,"April 30, 2022"
2463,Victor Valimaki,1349.7,1448.3,163.3,0.06,2,0,2,0,Heavyweight,"April 21, 2007"
2464,Gilbert Yvel,1349.5,1453.8,159.2,0.06,3,0,3,0,Heavyweight,"October 23, 2010"
2465,Angela Magana,1349.3,1421.2,159.8,0.06,3,0,3,0,Women's Strawweight,"December 02, 2017"
2466,Gabe Ruediger,1349.1,1425.2,158.3,0.06,3,0,3,0,Lightweight,"February 05, 2011"
2467,Thibault Gouti,1349.0,1414.9,135.2,0.06,6,1,5,0,Lightweight,"October 27, 2018"
2468,Hailey Cowan,1348.7,1421.2,157.2,0.06,3,0,3,0,Women's Bantamweight,"April 04, 2026"
2469,Ivan Erslan,1348.6,1422.0,152.3,0.06,3,0,3,0,Heavyweight,"September 27, 2025"
2470,David Kaplan,1348.5,1401.5,164.5,0.06,2,0,2,0,Lightweight,"May 23, 2009"
2471,Marcos Mariano,1348.4,1394.2,163.0,0.06,2,0,2,0,Lightweight,"September 21, 2019"
2472,Jack May,1348.3,1397.6,165.1,0.06,2,0,2,0,Heavyweight,"August 16, 2014"
2473,Luis Ramos,1348.1,1397.6,165.4,0.06,2,0,2,0,Welterweight,"June 22, 2012"
2474,Gloria de Paula,1347.8,1397.7,143.0,0.06,4,1,3,0,Women's Strawweight,"June 18, 2022"
2475,Motonobu Tezuka,1347.7,1413.2,161.8,0.06,2,0,2,0,Bantamweight,"February 16, 2013"
2476,Leo Kuntz,1347.5,1401.5,163.5,0.06,2,0,2,0,Lightweight,"November 28, 2015"
2477,Dan Evensen,1347.1,1414.6,163.9,0.06,2,0,2,0,Heavyweight,"December 27, 2008"
2478,Danny Abbadi,1347.0,1397.6,164.7,0.06,2,0,2,0,Lightweight,"September 23, 2006"
2479,Mallory Martin,1347.0,1461.5,140.5,0.06,4,1,3,0,Women's Strawweight,"December 04, 2021"
2480,Sammy Morgan,1346.9,1397.6,166.0,0.06,2,0,2,0,Welterweight,"August 17, 2006"
2481,Nicolle Caliari,1346.9,1403.5,164.1,0.06,2,0,2,0,Women's Flyweight,"July 19, 2025"
2482,Nick Penner,1346.8,1414.7,164.3,0.06,2,0,2,0,Heavyweight,"December 14, 2012"
2483,Daniel Frunza,1346.7,1385.7,166.3,0.06,2,0,2,0,Welterweight,"November 01, 2025"
2484,Jose Maria,1345.6,1403.6,164.2,0.06,2,0,2,0,Flyweight,"November 09, 2013"
2485,Hector Ramirez,1345.4,1375.8,166.9,0.06,2,0,2,0,Heavyweight,"June 16, 2007"
2486,Rosi Sexton,1345.4,1421.2,164.7,0.06,2,0,2,0,Women's Bantamweight,"October 26, 2013"
2487,Viktor Pesta,1345.4,1500.5,136.5,0.06,5,1,4,0,Heavyweight,"January 15, 2017"
2488,Garett Whiteley,1345.3,1398.4,152.6,0.06,3,0,2,1,Lightweight,"December 13, 2014"
2489,Josh Shockley,1345.3,1397.6,164.8,0.06,2,0,2,0,Lightweight,"February 22, 2015"
2490,Ansar Chalangov,1345.1,1395.8,165.7,0.06,2,0,2,0,Welterweight,"April 06, 2006"
2491,Juan Manuel Puig,1345.1,1413.1,164.8,0.06,2,0,2,0,Featherweight,"November 22, 2014"
2492,Wes Sims,1344.3,1448.3,154.8,0.06,3,0,3,0,Heavyweight,"April 02, 2004"
2493,Steve Kennedy,1344.1,1401.9,162.4,0.06,2,0,2,0,Welterweight,"November 14, 2015"
2494,Razak Al-Hassan,1343.5,1397.6,164.5,0.06,2,0,2,0,Heavyweight,"October 24, 2009"
2495,Jinh Yu Frey,1343.5,1478.6,116.9,0.06,8,2,6,0,Women's Strawweight,"October 21, 2023"
2496,Josias Musasa,1343.3,1408.5,164.1,0.06,2,0,2,0,Bantamweight,"September 27, 2025"
2497,Jordan Williams,1342.1,1421.2,155.5,0.06,3,0,3,0,Welterweight,"November 06, 2021"
2498,Ryan MacDonald,1341.7,1403.5,163.5,0.06,2,0,2,0,Bantamweight,"September 14, 2019"
2499,Anthony Lapsley,1341.4,1423.7,163.0,0.06,2,0,2,0,Welterweight,"May 10, 2014"
2500,Bristol Marunde,1341.3,1409.4,165.8,0.06,2,0,2,0,Welterweight,"August 03, 2013"
2501,Edilberto de Oliveira,1341.1,1409.4,164.1,0.06,2,0,2,0,Welterweight,"September 19, 2007"
2502,Eric Wisely,1341.0,1420.4,162.9,0.06,2,0,2,0,Featherweight,"April 14, 2012"
2503,Victor Rodriguez,1340.6,1397.6,163.6,0.06,2,0,2,0,Flyweight,"May 22, 2021"
2504,Jacob Kilburn,1340.3,1401.5,167.5,0.06,2,0,2,0,Featherweight,"January 16, 2021"
2505,Michelle Waterson-Gomez,1340.1,1449.5,144.5,0.06,5,0,5,0,Women's Strawweight,"June 29, 2024"
2506,Vinicius Salvador,1339.9,1416.9,155.0,0.06,3,0,3,0,Bantamweight,"May 18, 2024"
2507,KB Bhullar,1339.8,1407.4,162.5,0.06,2,0,2,0,Middleweight,"May 01, 2021"
2508,Dustin Pague,1338.7,1495.9,129.2,0.06,6,1,5,0,Bantamweight,"October 19, 2013"
2509,Alan Baudot,1338.3,1435.1,142.0,0.06,4,0,3,1,Heavyweight,"June 25, 2022"
2510,Daniel Teymur,1338.2,1421.2,138.8,0.06,5,1,4,0,Featherweight,"December 14, 2019"
2511,Pat Schilling,1337.8,1397.6,164.7,0.06,2,0,2,0,Featherweight,"June 01, 2012"
2512,Anna Elmose,1337.5,1405.3,163.2,0.06,2,0,2,0,Women's Strawweight,"November 19, 2016"
2513,Oli Thompson,1337.2,1401.5,164.8,0.06,2,0,2,0,Heavyweight,"August 04, 2012"
2514,Blood Diamond,1337.2,1444.1,157.9,0.06,3,0,3,0,Welterweight,"September 09, 2023"
2515,Saimon Oliveira,1337.1,1418.2,148.4,0.06,4,0,4,0,Bantamweight,"October 11, 2025"
2516,Edwin DeWees,1337.0,1435.6,161.4,0.06,3,0,3,0,Middleweight,"November 11, 2006"
2517,Istela Nunes,1337.0,1421.7,145.7,0.06,5,0,5,0,Women's Strawweight,"April 05, 2025"
2518,John Albert,1336.7,1602.4,134.5,0.06,5,1,4,0,Bantamweight,"July 27, 2013"
2519,Besam Yousef,1336.7,1401.5,164.2,0.06,2,0,2,0,Welterweight,"April 06, 2013"
2520,Bobby Voelker,1336.7,1412.9,143.5,0.06,4,0,3,1,Welterweight,"June 07, 2014"
2521,Todd Brown,1336.6,1425.6,161.3,0.06,2,0,2,0,Heavyweight,"March 03, 2011"
2522,Chris Avila,1336.2,1387.0,165.4,0.06,2,0,2,0,Featherweight,"November 05, 2016"
2523,Ricky Rainey,1336.1,1378.8,166.6,0.06,2,0,2,0,Welterweight,"November 30, 2018"
2524,Francisco Prado,1335.9,1446.3,135.1,0.06,5,0,4,1,Welterweight,"July 19, 2025"
2525,JC Cottrell,1335.3,1429.1,162.4,0.06,2,0,2,0,Lightweight,"January 28, 2017"
2526,Darian Weeks,1335.2,1434.0,151.4,0.06,3,0,3,0,Welterweight,"September 10, 2022"
2527,Naoyuki Kotani,1334.6,1441.4,149.0,0.06,5,0,5,0,Lightweight,"September 26, 2015"
2528,Mike Rhodes,1334.4,1421.2,154.5,0.06,3,0,3,0,Welterweight,"December 20, 2014"
2529,Brad Morris,1334.3,1397.6,166.0,0.06,2,0,2,0,Heavyweight,"September 17, 2008"
2530,Chris Heatherly,1334.3,1398.7,163.9,0.06,2,0,2,0,Welterweight,"November 15, 2014"
2531,Robert Valentin,1334.2,1421.2,155.7,0.06,3,0,3,0,Middleweight,"July 19, 2025"
2532,Shane Howell,1334.0,1378.0,165.4,0.06,2,0,2,0,Flyweight,"January 18, 2015"
2533,Steve Cantwell,1333.9,1602.4,130.9,0.06,6,1,5,0,Middleweight,"February 25, 2012"
2534,Tonya Evinger,1333.9,1443.3,156.1,0.06,3,0,3,0,Women's Bantamweight,"June 01, 2019"
2535,Mark Holst,1333.5,1399.7,166.0,0.06,2,0,2,0,Lightweight,"October 16, 2010"
2536,Joe Veres,1333.4,1395.8,165.3,0.06,2,0,2,0,Lightweight,"January 23, 2008"
2537,Marcio Alexandre Junior,1333.4,1409.4,153.2,0.06,3,0,3,0,Welterweight,"December 12, 2015"
2538,Chris Indich,1333.3,1421.2,164.4,0.06,2,0,2,0,Welterweight,"June 28, 2014"
2539,Leonardo Morales,1333.3,1421.2,164.4,0.06,2,0,2,0,Bantamweight,"June 06, 2015"
2540,Andy Enz,1333.1,1448.9,152.7,0.06,3,0,3,0,Middleweight,"January 31, 2015"
2541,Ramona Pascual,1333.1,1439.3,153.1,0.06,3,0,3,0,Women's Bantamweight,"November 05, 2022"
2542,Ulysses Gomez,1333.0,1397.6,164.5,0.06,2,0,2,0,Flyweight,"February 16, 2013"
2543,Alvaro Herrera Mendoza,1332.8,1602.4,145.6,0.06,4,1,3,0,Lightweight,"July 28, 2018"
2544,Charlie Ontiveros,1332.8,1434.9,152.4,0.06,3,0,3,0,Lightweight,"August 13, 2022"
2545,Yoji Anjo,1332.1,1433.4,157.5,0.06,3,0,3,0,Middleweight,"December 16, 2000"
2546,Kwan Ho Kwak,1332.1,1421.2,162.6,0.06,2,0,2,0,Bantamweight,"June 17, 2017"
2547,Marcin Bandel,1332.0,1393.6,164.7,0.06,2,0,2,0,Lightweight,"April 11, 2015"
2548,Barb Honchak,1332.0,1415.7,163.0,0.06,2,0,2,0,Women's Flyweight,"July 06, 2018"
2549,Larissa Pacheco,1331.9,1397.7,163.0,0.06,2,0,2,0,Women's Bantamweight,"March 14, 2015"
2550,Joseph Sandoval,1331.7,1397.6,166.0,0.06,2,0,2,0,Bantamweight,"January 20, 2012"
2551,Sheila Gaff,1331.7,1397.6,166.0,0.06,2,0,2,0,Women's Bantamweight,"August 03, 2013"
2552,Charlie Ward,1331.7,1397.6,166.0,0.06,2,0,2,0,Welterweight,"July 16, 2017"
2553,Dmitrii Smoliakov,1331.6,1399.8,158.8,0.06,3,0,3,0,Heavyweight,"April 27, 2019"
2554,James Llontop,1331.6,1421.2,154.1,0.06,3,0,3,0,Other,"November 16, 2024"
2555,Moti Horenstein,1331.5,1397.6,168.9,0.06,2,0,2,0,Heavyweight,"July 27, 1997"
2556,Cain Carrizosa,1331.4,1397.6,164.2,0.06,2,0,2,0,Lightweight,"March 21, 2015"
2557,Rodney Wallace,1331.2,1420.9,156.6,0.06,3,0,3,0,Heavyweight,"August 07, 2010"
2558,Sabah Homasi,1331.1,1428.3,156.7,0.06,3,0,3,0,Welterweight,"January 20, 2018"
2559,Kelly Faszholz,1330.7,1370.7,166.8,0.06,2,0,2,0,Women's Bantamweight,"October 01, 2016"
2560,Dan Moret,1330.5,1437.5,151.2,0.06,3,0,3,0,Lightweight,"June 29, 2019"
2561,Rob Yundt,1330.4,1395.1,165.1,0.06,2,0,2,0,Middleweight,"June 21, 2008"
2562,Alen Amedovski,1330.4,1439.9,150.1,0.06,4,0,4,0,Middleweight,"September 17, 2022"
2563,Aalon Cruz,1330.3,1397.6,168.8,0.06,2,0,2,0,Lightweight,"March 06, 2021"
2564,Kiefer Crosbie,1329.2,1421.2,157.3,0.06,3,0,3,0,Welterweight,"August 23, 2025"
2565,Luis Gurule,1328.9,1402.0,153.2,0.06,3,0,3,0,Flyweight,"February 21, 2026"
2566,Jeff Cox,1328.5,1391.5,163.7,0.06,2,0,2,0,Lightweight,"April 02, 2008"
2567,Rolando Bedoya,1328.3,1454.1,146.2,0.06,4,0,4,0,Lightweight,"September 27, 2025"
2568,Donny Walker,1328.1,1421.2,164.5,0.06,2,0,2,0,Bantamweight,"September 17, 2011"
2569,Seth Petruzelli,1327.5,1439.2,151.3,0.06,4,0,4,0,Heavyweight,"November 13, 2010"
2570,Daniel Jolly,1327.4,1397.6,167.8,0.06,2,0,2,0,Heavyweight,"February 04, 2017"
2571,Nate Mohr,1327.0,1481.2,145.8,0.06,4,1,3,0,Lightweight,"January 17, 2009"
2572,Ricardo Funch,1327.0,1443.8,149.7,0.06,4,0,4,0,Welterweight,"June 22, 2012"
2573,Edward Faaloloto,1326.5,1374.6,166.2,0.06,2,0,2,0,Lightweight,"November 05, 2011"
2574,Yoislandy Izquierdo,1325.8,1401.5,163.0,0.06,2,0,2,0,Lightweight,"July 07, 2012"
2575,Xavier Foupa-Pokam,1325.6,1400.8,162.7,0.06,2,0,2,0,Middleweight,"May 23, 2009"
2576,Ben Wall,1325.6,1397.6,163.7,0.06,2,0,2,0,Lightweight,"May 10, 2014"
2577,Zelim Imadaev,1325.6,1427.3,150.7,0.06,3,0,3,0,Welterweight,"September 05, 2020"
2578,Charalampos Grigoriou,1325.6,1401.4,163.0,0.06,2,0,2,0,Bantamweight,"August 10, 2024"
2579,Lukasz Sajewski,1325.3,1423.8,157.5,0.06,3,0,3,0,Lightweight,"October 08, 2016"
