Rank,Fighter,Current_Rating,Peak_Rating,RD,Volatility,Fights,Wins,Losses,Draws,Weight_Class,Last_Fight
1422,Denis Kang,1457.4,1488.6,154.5,0.06,3,1,2,0,Middleweight,"November 14, 2009"
1423,Heath Herring,1457.3,1514.3,136.9,0.06,5,2,3,0,Heavyweight,"August 09, 2008"
1424,Mickey Gall,1457.3,1729.8,114.1,0.06,13,6,6,1,Welterweight,"November 16, 2024"
1425,Marcelo Guimaraes,1457.0,1551.7,152.4,0.06,4,2,2,0,Middleweight,"March 05, 2016"
1426,Brad Scott,1456.7,1537.6,120.9,0.06,8,3,5,0,Welterweight,"May 27, 2018"
1427,Randa Markos,1456.7,1530.2,89.4,0.06,18,7,10,1,Women's Strawweight,"October 23, 2021"
1428,Lando Vannata,1456.6,1608.4,112.9,0.06,14,4,8,2,Lightweight,"April 04, 2026"
1429,Karlos Vemola,1456.4,1520.4,127.3,0.06,6,2,3,1,Middleweight,"June 08, 2013"
1430,Johnny Eduardo,1456.2,1623.1,134.5,0.06,8,3,4,1,Bantamweight,"October 02, 2021"
1431,DaMarques Johnson,1456.0,1589.2,108.2,0.06,10,4,6,0,Other,"September 29, 2012"
1432,Tiago dos Santos e Silva,1456.0,1578.8,147.4,0.06,4,2,2,0,Featherweight,"December 09, 2016"
1433,Russell Doane,1455.9,1654.1,117.4,0.06,8,3,5,0,Bantamweight,"February 24, 2018"
1434,Garrett Armfield,1455.9,1565.3,135.2,0.06,5,2,3,0,Bantamweight,"November 02, 2024"
1435,Brian Melancon,1455.8,1537.5,164.8,0.06,2,0,1,1,Welterweight,"August 28, 2013"
1436,Robert McDaniel,1455.5,1590.6,152.1,0.06,3,1,2,0,Middleweight,"March 15, 2014"
1437,Alex Karalexis,1455.4,1602.4,153.7,0.06,3,1,2,0,Welterweight,"January 16, 2006"
1438,Marcin Held,1455.4,1496.7,141.3,0.06,4,1,2,1,Lightweight,"October 21, 2017"
1439,Guram Kutateladze,1455.3,1567.0,142.9,0.06,5,2,3,0,Lightweight,"March 22, 2025"
1440,Fernando Bruno,1454.8,1500.0,164.1,0.06,2,0,1,1,Featherweight,"July 08, 2016"
1441,Azunna Anyanwu,1454.8,1454.8,180.9,0.06,1,0,1,0,Heavyweight,"September 16, 2017"
1442,Mario Miranda,1454.6,1524.1,143.3,0.06,4,1,3,0,Middleweight,"March 26, 2011"
1443,Niklas Backstrom,1454.2,1630.0,152.8,0.06,3,1,2,0,Featherweight,"June 20, 2015"
1444,Jeff Joslin,1454.1,1454.1,181.3,0.06,1,0,1,0,Welterweight,"December 13, 2006"
1445,Jessica Penne,1454.0,1589.1,126.0,0.06,9,3,6,0,Women's Strawweight,"October 19, 2024"
1446,Tristan Connelly,1453.9,1609.2,160.9,0.06,3,1,2,0,Featherweight,"April 30, 2022"
1447,Carlo Prater,1453.8,1591.4,152.1,0.06,3,1,2,0,Lightweight,"October 05, 2012"
1448,Marco Beltran,1453.6,1714.3,133.8,0.06,6,3,3,0,Flyweight,"October 07, 2017"
1449,Bibulatov Magomed,1453.5,1594.7,154.9,0.06,3,1,2,0,Flyweight,"February 02, 2019"
1450,Melissa Martinez,1453.3,1514.2,155.4,0.06,3,1,2,0,Women's Strawweight,"July 12, 2025"
1451,Gian Villante,1453.1,1624.1,94.3,0.06,18,7,10,1,Heavyweight,"November 06, 2021"
1452,Kevin Casey,1453.0,1528.9,124.6,0.06,7,1,3,3,Middleweight,"August 27, 2016"
1453,Jorge Patino,1452.6,1452.6,181.7,0.06,1,0,1,0,Welterweight,"January 08, 1999"
1454,Jim Alers,1452.5,1567.0,141.4,0.06,4,1,2,1,Featherweight,"July 23, 2016"
1455,Craig White,1452.5,1452.5,163.6,0.06,2,0,1,1,Welterweight,"September 08, 2018"
1456,George Sullivan,1452.2,1683.2,129.6,0.06,7,3,4,0,Welterweight,"August 25, 2018"
1457,Sarah Kaufman,1452.1,1566.3,145.4,0.06,4,1,2,1,Women's Bantamweight,"December 19, 2015"
1458,John Lober,1451.9,1451.9,184.6,0.06,1,0,1,0,Heavyweight,"October 16, 1998"
1459,David Heath,1451.9,1645.5,134.8,0.06,5,2,3,0,Heavyweight,"February 02, 2008"
1460,Ode Osbourne,1451.7,1530.5,100.2,0.06,13,5,7,1,Flyweight,"February 21, 2026"
1461,Luana Pinheiro,1451.7,1625.7,121.5,0.06,7,3,4,0,Women's Strawweight,"May 17, 2025"
1462,Chris Haseman,1451.5,1451.5,180.7,0.06,1,0,1,0,Heavyweight,"July 13, 2002"
1463,Kurt Holobaugh,1451.5,1546.5,122.5,0.06,9,2,7,0,Lightweight,"May 31, 2025"
1464,Danielle Taylor,1451.4,1552.2,133.7,0.06,5,2,3,0,Women's Strawweight,"August 04, 2018"
1465,CM Punk,1451.3,1451.3,169.6,0.06,2,0,1,1,Welterweight,"June 09, 2018"
1466,Jack Marshman,1451.2,1652.5,124.9,0.06,8,3,5,0,Middleweight,"October 31, 2020"
1467,Christian Wellisch,1451.0,1558.7,134.9,0.06,5,2,3,0,Heavyweight,"January 31, 2009"
1468,Ednaldo Oliveira,1450.9,1450.9,167.7,0.06,2,0,1,1,Heavyweight,"August 03, 2013"
1469,Adam Milstead,1450.9,1594.1,145.6,0.06,4,1,2,1,Heavyweight,"December 15, 2018"
1470,Ramon Taveras,1450.9,1578.8,149.4,0.06,3,1,2,0,Featherweight,"September 27, 2025"
1471,Saygid Izagakhmaev,1450.9,1450.9,179.7,0.06,1,0,1,0,Welterweight,"November 22, 2025"
1472,Reginaldo Vieira,1450.8,1578.8,153.0,0.06,3,1,2,0,Bantamweight,"February 19, 2017"
1473,Julia Avila,1450.6,1617.9,141.5,0.06,6,3,3,0,Women's Bantamweight,"February 15, 2025"
1474,Tony Fryklund,1450.5,1602.4,161.4,0.06,4,2,2,0,Middleweight,"October 22, 2004"
1475,Pete Williams,1450.2,1711.0,127.1,0.06,8,3,5,0,Heavyweight,"March 22, 2002"
1476,Bart Palaszewski,1450.1,1646.2,139.9,0.06,4,1,3,0,Featherweight,"April 13, 2013"
1477,Simeon Thoresen,1450.0,1598.5,152.3,0.06,3,1,2,0,Welterweight,"January 26, 2013"
1478,Guido Cannetti,1450.0,1497.8,118.1,0.06,10,4,6,0,Bantamweight,"March 11, 2023"
1479,Damian Stasiak,1449.9,1582.8,127.0,0.06,6,2,4,0,Bantamweight,"July 22, 2018"
1480,Antonio Braga Neto,1449.7,1602.4,165.3,0.06,3,1,2,0,Middleweight,"December 09, 2017"
1481,Steve Bruno,1449.5,1495.8,152.5,0.06,3,1,2,0,Welterweight,"February 07, 2009"
1482,Matt Arroyo,1449.4,1602.4,154.2,0.06,3,1,2,0,Welterweight,"January 31, 2009"
1483,Diego Sanchez,1449.3,1557.7,83.9,0.0599,32,0,13,19,Welterweight,"September 26, 2020"
1484,Josiah Harrell,1449.0,1449.0,181.1,0.06,1,0,1,0,Welterweight,"February 21, 2026"
1485,Frankie Perez,1448.6,1547.0,144.8,0.06,4,1,3,0,Lightweight,"July 22, 2017"
1486,Bruna Brasil,1448.5,1511.2,117.4,0.06,8,3,5,0,Women's Strawweight,"March 28, 2026"
1487,Eric Schafer,1448.4,1606.9,117.3,0.06,9,3,6,0,Middleweight,"January 20, 2012"
1488,Harry Moskowitz,1448.3,1448.3,180.2,0.06,1,0,1,0,Heavyweight,"October 17, 1997"
1489,Scott Askham,1448.0,1530.3,127.3,0.06,6,2,4,0,Middleweight,"March 18, 2017"
1490,Roman Bogatov,1448.0,1448.0,180.1,0.06,1,0,1,0,Lightweight,"July 11, 2020"
1491,Luan Lacerda,1447.6,1500.8,147.8,0.06,4,1,3,0,Bantamweight,"March 14, 2026"
1492,Tereza Bleda,1447.4,1502.8,158.9,0.06,3,1,2,0,Women's Flyweight,"December 13, 2025"
1493,Brian Bowles,1447.3,1664.1,148.5,0.06,4,2,2,0,Bantamweight,"May 25, 2013"
1494,Dustin Stoltzfus,1447.3,1487.1,113.7,0.06,10,3,7,0,Middleweight,"September 13, 2025"
1495,Felipe Franco,1447.3,1447.3,180.8,0.06,1,0,1,0,Heavyweight,"March 21, 2026"
1496,Cody McKenzie,1447.2,1602.4,120.8,0.06,7,3,4,0,Lightweight,"December 14, 2013"
1497,Philip De Fries,1447.1,1590.0,134.7,0.06,5,2,3,0,Heavyweight,"April 06, 2013"
1498,Zachary Scroggin,1447.1,1447.1,179.0,0.06,1,0,1,0,Welterweight,"November 09, 2024"
1499,Paul Buentello,1447.0,1698.2,140.0,0.06,6,3,3,0,Heavyweight,"March 21, 2010"
1500,Shamar Bailey,1446.9,1578.8,150.6,0.06,3,1,2,0,Lightweight,"November 19, 2011"
1501,Stanislav Nedkov,1446.8,1636.5,149.5,0.06,4,1,2,1,Heavyweight,"January 24, 2015"
1502,Vaughan Lee,1446.7,1512.1,120.5,0.06,8,3,4,1,Flyweight,"July 18, 2015"
1503,Jeff Hougland,1446.5,1578.8,150.5,0.06,3,1,2,0,Bantamweight,"November 10, 2012"
1504,Luigi Vendramini,1446.5,1573.5,147.9,0.06,4,1,3,0,Lightweight,"September 04, 2021"
1505,Jake Hadley,1446.5,1530.5,120.2,0.06,7,3,4,0,Bantamweight,"October 19, 2024"
1506,Isaac Thomson,1446.5,1446.5,179.1,0.06,1,0,1,0,Featherweight,"December 13, 2025"
1507,Phillipe Nover,1446.3,1549.8,134.4,0.06,7,1,6,0,Featherweight,"February 11, 2017"
1508,David Branch,1445.9,1536.3,128.9,0.06,9,0,5,4,Middleweight,"March 30, 2019"
1509,Kanako Murata,1445.8,1577.2,154.4,0.06,3,1,2,0,Women's Strawweight,"October 07, 2023"
1510,Laureano Staropoli,1445.6,1644.8,124.3,0.06,6,2,4,0,Middleweight,"October 23, 2021"
1511,BJ Penn,1445.5,1783.7,109.3,0.06,27,12,13,2,Lightweight,"May 11, 2019"
1512,Tuco Tokkos,1445.0,1445.0,152.8,0.06,3,1,2,0,Heavyweight,"July 12, 2025"
1513,Yui Chul Nam,1444.9,1571.2,153.2,0.06,3,1,2,0,Featherweight,"November 28, 2015"
1514,Adam Yandiev,1444.8,1444.8,182.4,0.06,1,0,1,0,Middleweight,"September 15, 2018"
1515,Ryo Chonan,1444.7,1537.1,144.8,0.06,4,1,3,0,Welterweight,"April 18, 2009"
1516,Henry Martinez,1444.5,1503.0,151.8,0.06,3,1,2,0,Lightweight,"December 08, 2012"
1517,Dong Hyun Ma,1444.4,1549.0,116.8,0.06,8,3,5,0,Lightweight,"December 21, 2019"
1518,Jamie Varner,1444.3,1659.1,115.5,0.06,9,3,5,1,Lightweight,"December 13, 2014"
1519,Renee Forte,1444.3,1495.5,143.4,0.06,4,1,2,1,Lightweight,"March 15, 2014"
1520,Geraldo de Freitas,1444.3,1578.8,156.7,0.06,3,1,2,0,Bantamweight,"November 14, 2020"
1521,Dusko Todorovic,1444.3,1555.7,115.0,0.06,10,4,5,1,Middleweight,"September 13, 2025"
1522,Pete Rodriguez,1443.8,1514.9,156.9,0.06,3,1,2,0,Welterweight,"February 03, 2024"
1523,Marco Polo Reyes,1443.5,1670.3,122.7,0.06,8,4,4,0,Featherweight,"September 21, 2019"
1524,Tae Hyun Bang,1443.1,1512.4,135.0,0.06,5,2,3,0,Lightweight,"September 03, 2016"
1525,Jason Witt,1443.1,1520.9,128.9,0.06,6,2,4,0,Other,"August 13, 2022"
1526,Pete Spratt,1443.0,1602.4,130.9,0.06,7,3,4,0,Welterweight,"June 12, 2007"
1527,Takanori Gomi,1442.8,1621.0,101.5,0.06,13,4,8,1,Lightweight,"September 22, 2017"
1528,Brad Pickett,1442.8,1598.5,97.3,0.06,14,5,9,0,Other,"March 18, 2017"
1529,Yuki Sasaki,1442.6,1442.6,180.6,0.06,1,0,1,0,Middleweight,"August 17, 2006"
1530,Roger Narvaez,1442.2,1490.3,157.4,0.06,3,1,2,0,Middleweight,"March 14, 2015"
1531,Rafael Alves,1442.2,1532.5,141.4,0.06,4,1,3,0,Lightweight,"February 25, 2023"
1532,Norifumi Yamamoto,1441.9,1441.9,153.6,0.06,4,0,3,1,Bantamweight,"February 28, 2015"
1533,James Toney,1441.6,1441.6,180.7,0.06,1,0,1,0,Heavyweight,"August 28, 2010"
1534,Viktoriia Dudakova,1441.6,1587.8,144.2,0.06,4,2,2,0,Women's Strawweight,"January 11, 2025"
1535,Mark Choinski,1441.6,1441.6,180.0,0.06,1,0,1,0,Lightweight,"June 07, 2025"
1536,Alex White,1441.2,1574.2,110.3,0.06,10,4,6,0,Lightweight,"October 26, 2019"
1537,Mike Rodriguez,1441.0,1528.2,116.5,0.06,8,2,4,2,Heavyweight,"September 18, 2021"
1538,David Zawada,1440.8,1495.6,140.4,0.06,5,1,4,0,Welterweight,"September 04, 2021"
1539,Paul Creighton,1440.6,1440.6,181.3,0.06,1,0,1,0,Lightweight,"May 10, 2002"
1540,Ernest Chavez,1440.6,1567.0,152.7,0.06,3,1,2,0,Featherweight,"October 04, 2014"
1541,Ben Alloway,1440.5,1602.4,154.2,0.06,3,1,2,0,Welterweight,"August 28, 2013"
1542,Mark Weir,1440.4,1602.1,151.1,0.06,3,1,2,0,Middleweight,"April 25, 2003"
1543,Lance Benoist,1440.4,1529.6,148.1,0.06,4,0,2,2,Welterweight,"June 07, 2014"
1544,Anderson Dos Santos,1440.3,1486.3,145.6,0.06,4,1,3,0,Bantamweight,"August 07, 2021"
1545,Ernesta Kareckaite,1440.1,1500.5,157.5,0.06,3,1,2,0,Other,"February 28, 2026"
1546,Geane Herrera,1440.0,1523.0,141.5,0.06,4,1,3,0,Flyweight,"November 26, 2016"
1547,Junior Assuncao,1439.9,1479.1,147.4,0.06,5,0,3,2,Featherweight,"December 30, 2011"
1548,Mike Grundy,1439.9,1637.4,142.5,0.06,4,1,3,0,Featherweight,"March 19, 2022"
1549,Lucas Almeida,1439.9,1593.0,127.0,0.06,6,2,4,0,Featherweight,"October 11, 2025"
1550,Branden Lee Hinkle,1439.8,1602.4,154.3,0.06,3,1,2,0,Heavyweight,"June 28, 2006"
1551,Marcos Vinicius,1439.6,1590.6,153.1,0.06,3,1,2,0,Flyweight,"September 04, 2013"
1552,Poliana Botelho,1439.6,1650.9,130.3,0.06,7,3,4,0,Women's Flyweight,"June 04, 2022"
1553,Marcin Prachnio,1439.6,1491.1,105.8,0.06,11,4,7,0,Heavyweight,"July 19, 2025"
1554,Ian Loveland,1439.5,1578.8,153.8,0.06,3,1,2,0,Bantamweight,"August 27, 2011"
1555,Caros Fodor,1439.5,1439.5,175.9,0.06,1,0,1,0,Lightweight,"February 23, 2013"
1556,Melinda Fabian,1439.5,1500.0,163.9,0.06,2,0,1,1,Women's Flyweight,"June 23, 2018"
1557,Marcelo Aguiar,1439.2,1439.2,179.5,0.06,1,0,1,0,Welterweight,"June 09, 2000"
1558,Terry Martin,1439.2,1547.4,130.2,0.06,6,2,4,0,Middleweight,"February 02, 2008"
1559,Kron Gracie,1439.1,1620.0,154.1,0.06,4,1,3,0,Featherweight,"December 07, 2024"
1560,Tre'ston Vines,1438.8,1438.8,179.7,0.06,1,0,1,0,Middleweight,"October 04, 2025"
1561,Yaotzin Meza,1438.6,1510.3,121.0,0.06,7,2,4,1,Featherweight,"February 27, 2016"
1562,Augusto Montano,1438.6,1579.4,156.6,0.06,3,1,2,0,Welterweight,"September 17, 2016"
1563,Mike Whitehead,1438.5,1438.5,180.1,0.06,1,0,1,0,Heavyweight,"February 04, 2006"
1564,Josh Shockman,1438.5,1438.5,180.1,0.06,1,0,1,0,Heavyweight,"November 18, 2006"
1565,Askar Mozharov,1438.2,1438.2,177.8,0.06,1,0,1,0,Heavyweight,"June 04, 2022"
1566,Andre Winner,1438.1,1589.6,126.5,0.06,6,2,4,0,Lightweight,"July 02, 2011"
1567,Cody Gibson,1438.1,1553.3,119.0,0.06,10,3,7,0,Bantamweight,"October 18, 2025"
1568,Mike Rio,1437.9,1592.2,141.2,0.06,4,1,2,1,Lightweight,"January 25, 2014"
1569,Ricky Glenn,1437.9,1632.5,134.8,0.06,5,1,3,1,Welterweight,"August 17, 2024"
1570,Bartosz Fabinski,1437.6,1649.7,136.1,0.06,6,3,3,0,Middleweight,"April 17, 2021"
1571,Shane Roller,1437.5,1631.3,124.1,0.06,6,2,4,0,Lightweight,"October 05, 2012"
1572,Eric Shelton,1437.4,1476.0,129.9,0.06,6,2,4,0,Flyweight,"March 23, 2019"
1573,Tom Gallicchio,1437.3,1437.3,178.0,0.06,1,0,1,0,Welterweight,"July 07, 2017"
1574,Alvin Hines,1437.3,1437.3,178.8,0.06,1,0,1,0,Heavyweight,"June 28, 2025"
1575,Felipe Colares,1437.1,1515.9,130.1,0.06,6,2,4,0,Featherweight,"May 21, 2022"
1576,Justin Salas,1436.9,1578.8,129.2,0.06,7,3,4,0,Lightweight,"March 05, 2016"
1577,Isaac Vallie-Flagg,1436.9,1591.4,140.2,0.06,4,1,3,0,Lightweight,"November 22, 2014"
1578,Allen Crowder,1436.9,1495.9,156.4,0.06,3,1,2,0,Heavyweight,"June 22, 2019"
1579,Ben Sosoli,1436.9,1517.3,161.3,0.06,2,0,1,1,Heavyweight,"February 22, 2020"
1580,Billy Ray Goff,1436.9,1562.6,154.2,0.06,3,1,2,0,Welterweight,"May 31, 2025"
1581,Tateki Matsuda,1436.7,1438.5,164.4,0.06,2,0,1,1,Flyweight,"January 18, 2015"
1582,Heather Clark,1436.5,1578.8,156.0,0.06,3,1,2,0,Women's Strawweight,"November 05, 2016"
1583,Gianni Vazquez,1436.5,1436.5,177.8,0.06,1,0,1,0,Bantamweight,"February 07, 2026"
1584,Gilbert Urbina,1436.3,1530.4,149.6,0.06,4,1,3,0,Welterweight,"August 09, 2025"
1585,Martin Sano,1436.3,1436.3,178.7,0.06,1,0,1,0,Welterweight,"September 25, 2021"
1586,Claudio Ribeiro,1436.2,1484.1,138.8,0.06,4,1,2,1,Middleweight,"March 02, 2024"
1587,Alessio Di Chirico,1436.1,1536.0,111.2,0.06,11,4,7,0,Middleweight,"September 03, 2022"
1588,Chris de la Rocha,1435.6,1497.7,149.5,0.06,4,1,2,1,Heavyweight,"December 15, 2018"
1589,Bobby Moffett,1435.4,1526.8,151.8,0.06,3,0,2,1,Featherweight,"August 10, 2019"
1590,Dennis Buzukja,1435.4,1444.0,141.7,0.06,4,1,2,1,Lightweight,"August 24, 2024"
1591,Jorge Gurgel,1435.3,1542.0,123.3,0.06,7,3,4,0,Lightweight,"November 15, 2008"
1592,Daniel Sarafian,1435.3,1537.5,133.4,0.06,6,2,4,0,Middleweight,"February 21, 2016"
1593,Felipe dos Santos,1435.3,1513.5,142.0,0.06,4,1,3,0,Flyweight,"March 22, 2025"
1594,Nathan Fletcher,1435.3,1578.8,152.9,0.06,3,1,2,0,Bantamweight,"August 02, 2025"
1595,Joao Roque,1435.2,1435.2,179.2,0.06,1,0,1,0,Lightweight,"June 09, 2000"
1596,Joe Merritt,1435.2,1435.2,179.3,0.06,1,0,1,0,Welterweight,"June 27, 2015"
1597,Kurtis Campbell,1435.2,1435.2,178.6,0.06,1,0,1,0,Featherweight,"March 21, 2026"
1598,Minoki Ichihara,1435.0,1435.0,181.5,0.06,1,0,1,0,Other,"March 11, 1994"
1599,Antonio McKee,1435.0,1435.0,177.5,0.06,1,0,1,0,Lightweight,"January 01, 2011"
1600,Adrian Serrano,1434.9,1434.9,179.8,0.06,1,0,1,0,Welterweight,"June 09, 2000"
1601,Alexandre Barros,1434.9,1434.9,180.2,0.06,1,0,1,0,Welterweight,"January 17, 2009"
1602,Tom Watson,1434.9,1574.6,120.2,0.06,7,2,5,0,Middleweight,"August 08, 2015"
1603,Polyana Viana,1434.9,1602.4,116.3,0.06,11,4,7,0,Women's Strawweight,"April 26, 2025"
1604,Dan Argueta,1434.9,1519.0,127.9,0.06,6,1,3,2,Bantamweight,"October 12, 2024"
1605,Mariya Agapova,1434.8,1577.5,137.5,0.06,6,2,4,0,Women's Flyweight,"July 13, 2024"
1606,Joey Beltran,1434.5,1643.2,109.2,0.06,10,3,6,1,Heavyweight,"October 09, 2013"
1607,Teruto Ishihara,1434.4,1636.2,113.5,0.06,9,3,5,1,Bantamweight,"February 09, 2019"
1608,Goran Reljic,1434.3,1661.5,143.4,0.06,4,1,3,0,Heavyweight,"November 13, 2010"
1609,Gilbert Melendez,1434.3,1572.4,145.3,0.06,7,1,6,0,Featherweight,"July 06, 2019"
1610,Jason Von Flue,1434.1,1599.4,152.1,0.06,3,1,2,0,Welterweight,"August 17, 2006"
1611,Don'Tale Mayes,1434.0,1517.7,103.3,0.06,12,4,7,1,Heavyweight,"May 03, 2025"
1612,Brad Gumm,1433.8,1433.8,165.7,0.06,2,0,1,1,Welterweight,"September 22, 2000"
1613,Rolando Delgado,1433.8,1598.5,152.3,0.06,3,1,2,0,Lightweight,"November 14, 2009"
1614,Danny Chavez,1433.8,1555.4,142.2,0.06,4,1,2,1,Featherweight,"June 18, 2022"
1615,Blake Bilder,1433.5,1574.6,152.1,0.06,3,1,2,0,Featherweight,"February 03, 2024"
1616,Igor Zinoviev,1433.4,1433.4,181.8,0.06,1,0,1,0,Heavyweight,"March 13, 1998"
1617,Lance Gibson,1433.3,1500.0,165.1,0.06,2,0,1,1,Middleweight,"December 16, 2000"
1618,Hayato Sakurai,1433.3,1433.3,178.9,0.06,1,0,1,0,Welterweight,"March 22, 2002"
1619,Chance Rencountre,1433.3,1480.7,144.6,0.06,4,0,2,2,Welterweight,"November 02, 2019"
1620,David Loiseau,1433.2,1687.7,129.3,0.06,9,4,5,0,Middleweight,"June 12, 2010"
1621,Ron Stallings,1433.1,1499.9,150.3,0.06,3,1,2,0,Middleweight,"September 05, 2015"
1622,Justin Wren,1433.0,1433.0,180.1,0.06,1,0,1,0,Heavyweight,"December 05, 2009"
1623,John Teixeira,1433.0,1433.0,180.1,0.06,1,0,1,0,Featherweight,"June 23, 2012"
1624,Alex Torres,1433.0,1433.0,180.1,0.06,1,0,1,0,Featherweight,"February 28, 2015"
1625,Nazareno Malegarie,1433.0,1433.0,180.1,0.06,1,0,1,0,Lightweight,"September 05, 2015"
1626,Marcin Wrzosek,1433.0,1433.0,180.1,0.06,1,0,1,0,Lightweight,"December 11, 2015"
1627,Steven Peterson,1433.0,1519.7,125.7,0.06,8,3,5,0,Featherweight,"March 25, 2023"
1628,Joe Giannetti,1433.0,1433.0,180.1,0.06,1,0,1,0,Lightweight,"July 06, 2018"
1629,Allan Goes,1432.8,1432.8,179.6,0.06,1,0,1,0,Middleweight,"May 15, 1998"
1630,Chad Anheliger,1432.8,1565.1,136.8,0.06,5,2,3,0,Bantamweight,"November 02, 2024"
1631,Josh Hendricks,1432.7,1432.7,179.8,0.06,1,0,1,0,Heavyweight,"November 15, 2008"
1632,Vagner Rocha,1432.7,1543.5,152.4,0.06,4,1,3,0,Lightweight,"November 07, 2014"
1633,Pawel Pawlak,1432.6,1476.9,151.7,0.06,3,1,2,0,Welterweight,"July 18, 2015"
1634,Steve Vigneault,1432.5,1432.5,181.1,0.06,1,0,1,0,Middleweight,"March 04, 2006"
1635,Adam Fugitt,1432.5,1528.5,135.2,0.06,6,2,4,0,Welterweight,"January 24, 2026"
1636,Ibo Aslan,1432.3,1610.9,134.9,0.06,5,2,3,0,Heavyweight,"December 06, 2025"
1637,Milton Vieira,1432.1,1500.1,163.7,0.06,2,0,1,1,Featherweight,"January 19, 2013"
1638,Nathan Coy,1432.0,1471.9,157.7,0.06,3,1,2,0,Welterweight,"April 15, 2017"
1639,Chris Beal,1431.9,1649.7,137.4,0.06,5,2,3,0,Bantamweight,"June 18, 2016"
1640,Rex Holman,1431.8,1431.8,181.0,0.06,1,0,1,0,Heavyweight,"March 03, 2007"
1641,Carlo Pedersoli Jr.,1431.6,1568.2,152.2,0.06,3,1,2,0,Welterweight,"February 23, 2019"
1642,Koji Oishi,1431.4,1452.0,179.7,0.06,2,0,2,0,Welterweight,"June 04, 2005"
1643,Austin Lingo,1431.4,1556.8,138.7,0.06,5,2,3,0,Featherweight,"July 15, 2023"
1644,Ivan Salaverry,1431.2,1681.7,132.7,0.06,7,3,4,0,Middleweight,"May 24, 2008"
1645,David Michaud,1431.2,1495.6,151.5,0.06,3,1,2,0,Lightweight,"April 25, 2015"
1646,Greg Stott,1431.1,1431.1,180.9,0.06,1,0,1,0,Heavyweight,"October 17, 1997"
1647,Eugene Jackson,1431.1,1648.0,126.9,0.06,7,3,4,0,Middleweight,"July 13, 2002"
1648,Danyelle Wolf,1430.9,1430.9,177.4,0.06,1,0,1,0,Women's Featherweight,"September 10, 2022"
1649,Marcus Silveira,1430.7,1430.7,167.6,0.06,2,0,1,1,Heavyweight,"December 21, 1997"
1650,Carmelo Marrero,1430.7,1593.6,149.5,0.06,4,1,3,0,Heavyweight,"April 01, 2009"
1651,Alex Da Silva,1430.5,1481.7,153.1,0.06,4,1,3,0,Lightweight,"June 04, 2022"
1652,Felipe Silva,1430.1,1584.2,153.4,0.06,3,1,2,0,Lightweight,"May 19, 2018"
1653,Rob MacDonald,1429.7,1505.8,154.2,0.06,3,1,2,0,Heavyweight,"August 26, 2006"
1654,Luke Sanders,1429.7,1586.9,124.8,0.06,8,3,5,0,Featherweight,"May 01, 2021"
1655,Viacheslav Borshchev,1429.6,1563.1,107.4,0.06,10,3,5,2,Lightweight,"November 15, 2025"
1656,Tai Bowden,1429.1,1429.1,180.1,0.06,1,0,1,0,Other,"May 17, 1996"
1657,Joey Roberts,1429.1,1429.1,180.1,0.06,1,0,1,0,Heavyweight,"March 05, 1999"
1658,Danillo Villefort,1429.1,1429.1,180.1,0.06,1,0,1,0,Welterweight,"August 08, 2009"
1659,Albert Cheng,1429.1,1429.1,180.1,0.06,1,0,1,0,Welterweight,"March 01, 2014"
1660,Nick Hein,1429.1,1649.5,122.2,0.06,8,4,4,0,Lightweight,"June 01, 2019"
1661,Cory Hendricks,1429.1,1429.1,180.1,0.06,1,0,1,0,Heavyweight,"July 08, 2016"
1662,Allan Zuniga,1429.1,1429.1,180.1,0.06,1,0,1,0,Lightweight,"July 06, 2018"
1663,Tyler Diamond,1429.1,1429.1,180.1,0.06,1,0,1,0,Featherweight,"July 06, 2018"
1664,Artem Lobov,1429.0,1512.5,129.4,0.06,7,2,5,0,Featherweight,"October 27, 2018"
1665,Orion Cosce,1428.7,1492.6,152.7,0.06,3,1,2,0,Welterweight,"May 20, 2023"
1666,Tra Telligman,1428.6,1505.8,157.8,0.06,5,1,4,0,Heavyweight,"August 20, 2005"
1667,Vinc Pichel,1428.3,1532.9,122.3,0.06,12,0,5,7,Lightweight,"March 29, 2025"
1668,Keith Berish,1428.3,1500.0,171.8,0.06,2,0,1,1,Middleweight,"December 09, 2016"
1669,TJ Brown,1428.3,1480.3,119.2,0.06,8,3,5,0,Featherweight,"October 14, 2023"
1670,Yancy Medeiros,1428.0,1494.9,111.2,0.06,15,0,7,8,Lightweight,"June 26, 2021"
1671,Shonie Carter,1427.9,1679.1,146.0,0.06,6,3,3,0,Welterweight,"December 13, 2006"
1672,Trevin Jones,1427.8,1607.4,130.3,0.06,6,1,4,1,Bantamweight,"March 04, 2023"
1673,John Gunderson,1427.7,1485.6,152.1,0.06,3,1,2,0,Lightweight,"September 15, 2010"
1674,Melton Bowen,1427.5,1427.5,180.9,0.06,1,0,1,0,Other,"December 16, 1994"
1675,Takashi Sato,1427.5,1617.4,123.8,0.06,7,2,5,0,Welterweight,"May 20, 2023"
1676,Alex Andrade,1427.4,1427.4,179.9,0.06,1,0,1,0,Middleweight,"June 09, 2000"
1677,Zviad Lazishvili,1427.1,1427.1,176.7,0.06,1,0,1,0,Bantamweight,"October 23, 2021"
1678,Keiichiro Yamamiya,1427.0,1427.0,179.9,0.06,1,0,1,0,Middleweight,"November 19, 1999"
